Stuid,Form,Subject_Taken,AvgMarkObtained
G322,2,GEO_F2,88.22
G322,2,HIS_F2,63.61
G322,2,MTH_F2,55.31
G322,2,RE_F2,62
G322,2,SCI_F2,75.64
G322,2,SH_F2,57.58
G322,3_4,ACC_F3&4,0
G322,3_4,ART_F3&4,0
G322,3_4,BIOL_F3&4,74.42
G322,3_4,BST_F3&4,0
G322,3_4,CHEM_F3&4,74.77
G322,3_4,COMP SC_F3&4,0
G322,3_4,D&T_F3&4,0
G322,3_4,ELA_F3&4,67.82
G322,3_4,ELIT_F3&4,70.25
G322,3_4,FRE_F3&4,56.82
G322,3_4,GEO_F3&4,80.49
G322,3_4,HIS_F3&4,0
G322,3_4,ICT_F3&4,74.9
G322,3_4,MTH_F3&4,69.93
G322,3_4,PED_F3&4,0
G322,3_4,PHY_F3&4,73.25
G322,3_4,RE_F3&4,82.58
G323,1,ART_F1,45.67
G323,1,COMP SC_F1,67.95
G323,1,ELA_F1,59.89
G323,1,FRE_F1,55.48
G323,1,GEO_F1,44.69
G323,1,HIS_F1,59.2
G323,1,MTH_F1,62.21
G323,1,RE_F1,38.42
G323,1,SCI_F1,64.12
G323,1,SH_F1,29.67
G323,2,ART_F2,49.98
G323,2,COMP SC_F2,31.59
G323,2,ELA_F2,36.93
G323,2,FRE_F2,42.18
G323,2,GEO_F2,52.67
G323,2,HIS_F2,33.45
G323,2,MTH_F2,47.26
G323,2,RE_F2,53.5
G323,2,SCI_F2,38.03
G323,2,SH_F2,35.39
G323,3_4,ACC_F3&4,52.36
G323,3_4,ART_F3&4,0
G323,3_4,BIOL_F3&4,50.96
G323,3_4,BST_F3&4,35.22
G323,3_4,CHEM_F3&4,0
G323,3_4,COMP SC_F3&4,0
G323,3_4,D&T_F3&4,0
G323,3_4,ELA_F3&4,51
G323,3_4,ELIT_F3&4,61
G323,3_4,FRE_F3&4,0
G323,3_4,GEO_F3&4,0
G323,3_4,HIS_F3&4,38.8
G323,3_4,ICT_F3&4,66.2
G323,3_4,MTH_F3&4,46.51
G323,3_4,PED_F3&4,0
G323,3_4,PHY_F3&4,63.34
G323,3_4,RE_F3&4,54.47
G324,1,ART_F1,62.67
G324,1,COMP SC_F1,89.65
G324,1,ELA_F1,55.67
G324,1,FRE_F1,51
G324,1,GEO_F1,74
G324,1,HIS_F1,62.33
G324,1,MTH_F1,62.87
G324,1,RE_F1,69.33
G324,1,SCI_F1,64
G324,1,SH_F1,72.33
G324,2,ART_F2,73.39
G324,2,COMP SC_F2,78
G324,2,ELA_F2,65.42
G324,2,FRE_F2,47.19
G324,2,GEO_F2,58.4
G324,2,HIS_F2,51.05
G324,2,MTH_F2,53
G324,2,RE_F2,63.06
G324,2,SCI_F2,64.81
G324,2,SH_F2,49.8
G324,3_4,ACC_F3&4,41.72
G324,3_4,ART_F3&4,10.3
G324,3_4,BIOL_F3&4,0
G324,3_4,BST_F3&4,47.97
G324,3_4,CHEM_F3&4,0
G324,3_4,COMP SC_F3&4,16.32
G324,3_4,D&T_F3&4,54.53
G324,3_4,ELA_F3&4,34.5
G324,3_4,ELIT_F3&4,52.73
G324,3_4,FRE_F3&4,14.13
G324,3_4,GEO_F3&4,8
G324,3_4,HIS_F3&4,56.25
G324,3_4,ICT_F3&4,60.3
G324,3_4,MTH_F3&4,48.76
G324,3_4,PED_F3&4,0
G324,3_4,PHY_F3&4,45.68
G324,3_4,RE_F3&4,66.33
G325,1,ART_F1,55
G325,1,COMP SC_F1,74.33
G325,1,ELA_F1,55
G325,1,FRE_F1,30.39
G325,1,GEO_F1,66.33
G325,1,HIS_F1,59.11
G325,1,MTH_F1,74.22
G325,1,RE_F1,49.56
G325,1,SCI_F1,60.02
G325,1,SH_F1,69.33
G325,2,ART_F2,39.11
G325,2,COMP SC_F2,75.06
G325,2,ELA_F2,59.38
G325,2,FRE_F2,37.48
G325,2,GEO_F2,65.56
G325,2,HIS_F2,45.79
G325,2,MTH_F2,73.07
G325,2,RE_F2,59.33
G325,2,SCI_F2,49.22
G325,2,SH_F2,39.67
G325,3_4,ACC_F3&4,0
G325,3_4,ART_F3&4,0
G325,3_4,BIOL_F3&4,0
G325,3_4,BST_F3&4,0
G325,3_4,CHEM_F3&4,39.85
G325,3_4,COMP SC_F3&4,0
G325,3_4,D&T_F3&4,51.7
G325,3_4,ELA_F3&4,45.16
G325,3_4,ELIT_F3&4,41.81
G325,3_4,FRE_F3&4,0
G325,3_4,GEO_F3&4,54.44
G325,3_4,HIS_F3&4,0
G325,3_4,ICT_F3&4,61.73
G325,3_4,MTH_F3&4,66.53
G325,3_4,PED_F3&4,38.29
G325,3_4,PHY_F3&4,26.36
G325,3_4,RE_F3&4,47.36
G326,1,ART_F1,43.5
G326,1,COMP SC_F1,65.19
G326,1,ELA_F1,53.4
G326,1,FRE_F1,55.5
G326,1,GEO_F1,63.33
G326,1,HIS_F1,67.86
G326,1,MTH_F1,56.84
G326,1,RE_F1,71.61
G326,1,SCI_F1,64.85
G326,1,SH_F1,68.67
G326,2,ART_F2,55.28
G326,2,COMP SC_F2,67.97
G326,2,ELA_F2,52.72
G326,2,FRE_F2,47.02
G326,2,GEO_F2,67.44
G326,2,HIS_F2,68.94
G326,2,MTH_F2,54.7
G326,2,RE_F2,73.76
G326,2,SCI_F2,55.6
G326,2,SH_F2,75.5
G326,3_4,ACC_F3&4,56.54
G326,3_4,ART_F3&4,0
G326,3_4,BIOL_F3&4,55.26
G326,3_4,BST_F3&4,0
G326,3_4,CHEM_F3&4,64.35
G326,3_4,COMP SC_F3&4,0
G326,3_4,D&T_F3&4,0
G326,3_4,ELA_F3&4,46.87
G326,3_4,ELIT_F3&4,37.88
G326,3_4,FRE_F3&4,0
G326,3_4,GEO_F3&4,0
G326,3_4,HIS_F3&4,57.83
G326,3_4,ICT_F3&4,41.15
G326,3_4,MTH_F3&4,36.47
G326,3_4,PED_F3&4,0
G326,3_4,PHY_F3&4,67.31
G326,3_4,RE_F3&4,60.6
G327,1,ART_F1,46.67
G327,1,COMP SC_F1,63.33
G327,1,ELA_F1,68.86
G327,1,FRE_F1,74.87
G327,1,GEO_F1,20.83
G327,1,HIS_F1,53.17
G327,1,MTH_F1,58.51
G327,1,RE_F1,43.17
G327,1,SCI_F1,45.71
G327,1,SH_F1,33.65
G327,2,ART_F2,39.42
G327,2,COMP SC_F2,23
G327,2,ELA_F2,35.79
G327,2,FRE_F2,49.27
G327,2,GEO_F2,60.86
G327,2,HIS_F2,31.98
G327,2,MTH_F2,30.11
G327,2,RE_F2,39.33
G327,2,SCI_F2,46.93
G327,2,SH_F2,20
G327,3_4,ACC_F3&4,47.13
G327,3_4,ART_F3&4,0
G327,3_4,BIOL_F3&4,48.61
G327,3_4,BST_F3&4,58.49
G327,3_4,CHEM_F3&4,0
G327,3_4,COMP SC_F3&4,0
G327,3_4,D&T_F3&4,0
G327,3_4,ELA_F3&4,35.68
G327,3_4,ELIT_F3&4,25
G327,3_4,FRE_F3&4,65.98
G327,3_4,GEO_F3&4,0
G327,3_4,HIS_F3&4,0
G327,3_4,ICT_F3&4,0
G327,3_4,MTH_F3&4,41.43
G327,3_4,PED_F3&4,48.34
G327,3_4,PHY_F3&4,56.9
G327,3_4,RE_F3&4,51.27
G328,1,ART_F1,57.5
G328,1,COMP SC_F1,77.33
G328,1,ELA_F1,71.67
G328,1,FRE_F1,62.18
G328,1,GEO_F1,65
G328,1,HIS_F1,67
G328,1,MTH_F1,70.89
G328,1,RE_F1,50.17
G328,1,SCI_F1,55.47
G328,1,SH_F1,63.67
G328,2,ART_F2,64.27
G328,2,COMP SC_F2,36.82
G328,2,ELA_F2,46.11
G328,2,FRE_F2,34.16
G328,2,GEO_F2,78.22
G328,2,HIS_F2,59.53
G328,2,MTH_F2,59.52
G328,2,RE_F2,67.27
G328,2,SCI_F2,67.2
G328,2,SH_F2,36.88
G328,3_4,ACC_F3&4,0
G328,3_4,ART_F3&4,0
G328,3_4,BIOL_F3&4,0
G328,3_4,BST_F3&4,0
G328,3_4,CHEM_F3&4,48.3
G328,3_4,COMP SC_F3&4,65.62
G328,3_4,D&T_F3&4,63.8
G328,3_4,ELA_F3&4,37.9
G328,3_4,ELIT_F3&4,37.67
G328,3_4,FRE_F3&4,42.48
G328,3_4,GEO_F3&4,55.1
G328,3_4,HIS_F3&4,0
G328,3_4,ICT_F3&4,0
G328,3_4,MTH_F3&4,47.04
G328,3_4,PED_F3&4,0
G328,3_4,PHY_F3&4,50.42
G328,3_4,RE_F3&4,63
G329,1,ART_F1,59.17
G329,1,COMP SC_F1,75.17
G329,1,ELA_F1,66.98
G329,1,FRE_F1,67.17
G329,1,GEO_F1,62.67
G329,1,HIS_F1,64.1
G329,1,MTH_F1,43.2
G329,1,RE_F1,73.67
G329,1,SCI_F1,62
G329,1,SH_F1,39.33
G329,2,ART_F2,50.29
G329,2,COMP SC_F2,51.96
G329,2,ELA_F2,60.06
G329,2,FRE_F2,54.23
G329,2,GEO_F2,57.99
G329,2,HIS_F2,64.89
G329,2,MTH_F2,30.29
G329,2,RE_F2,60.53
G329,2,SCI_F2,56.51
G329,2,SH_F2,46.72
G329,3_4,ACC_F3&4,42
G329,3_4,ART_F3&4,0
G329,3_4,BIOL_F3&4,0
G329,3_4,BST_F3&4,49.69
G329,3_4,CHEM_F3&4,0
G329,3_4,COMP SC_F3&4,0
G329,3_4,D&T_F3&4,52.85
G329,3_4,ELA_F3&4,48.76
G329,3_4,ELIT_F3&4,55.5
G329,3_4,FRE_F3&4,0
G329,3_4,GEO_F3&4,0
G329,3_4,HIS_F3&4,49.2
G329,3_4,ICT_F3&4,66.58
G329,3_4,MTH_F3&4,55.05
G329,3_4,PED_F3&4,0
G329,3_4,PHY_F3&4,46.84
G329,3_4,RE_F3&4,62.75
G330,1,ART_F1,59.13
G330,1,COMP SC_F1,57.83
G330,1,ELA_F1,66.09
G330,1,FRE_F1,32.98
G330,1,GEO_F1,48
G330,1,HIS_F1,39.78
G330,1,MTH_F1,72.19
G330,1,RE_F1,46.35
G330,1,SCI_F1,61.89
G330,1,SH_F1,30.67
G330,2,ART_F2,57.82
G330,2,COMP SC_F2,64.02
G330,2,ELA_F2,48.54
G330,2,FRE_F2,63.4
G330,2,GEO_F2,66
G330,2,HIS_F2,63.74
G330,2,MTH_F2,70.56
G330,2,RE_F2,50
G330,2,SCI_F2,77.14
G330,2,SH_F2,49.83
G330,3_4,ACC_F3&4,72.24
G330,3_4,ART_F3&4,0
G330,3_4,BIOL_F3&4,66.4
G330,3_4,BST_F3&4,0
G330,3_4,CHEM_F3&4,66.74
G330,3_4,COMP SC_F3&4,53.4
G330,3_4,D&T_F3&4,0
G330,3_4,ELA_F3&4,48.13
G330,3_4,ELIT_F3&4,56
G330,3_4,FRE_F3&4,57.07
G330,3_4,GEO_F3&4,0
G330,3_4,HIS_F3&4,0
G330,3_4,ICT_F3&4,0
G330,3_4,MTH_F3&4,78.15
G330,3_4,PED_F3&4,0
G330,3_4,PHY_F3&4,62.71
G330,3_4,RE_F3&4,64
G331,1,ART_F1,47.5
G331,1,COMP SC_F1,77.33
G331,1,ELA_F1,70.33
G331,1,FRE_F1,40.82
G331,1,GEO_F1,72.8
G331,1,HIS_F1,74.44
G331,1,MTH_F1,69.08
G331,1,RE_F1,77.88
G331,1,SCI_F1,80.67
G331,1,SH_F1,84.33
G331,2,ART_F2,32.43
G331,2,COMP SC_F2,83.61
G331,2,ELA_F2,73.25
G331,2,FRE_F2,52.05
G331,2,GEO_F2,84.62
G331,2,HIS_F2,82.9
G331,2,MTH_F2,64.11
G331,2,RE_F2,86.13
G331,2,SCI_F2,69.38
G331,2,SH_F2,71.55
G331,3_4,ACC_F3&4,60.48
G331,3_4,ART_F3&4,0
G331,3_4,BIOL_F3&4,63.08
G331,3_4,BST_F3&4,0
G331,3_4,CHEM_F3&4,63.4
G331,3_4,COMP SC_F3&4,0
G331,3_4,D&T_F3&4,0
G331,3_4,ELA_F3&4,68.05
G331,3_4,ELIT_F3&4,70.77
G331,3_4,FRE_F3&4,50.28
G331,3_4,GEO_F3&4,0
G331,3_4,HIS_F3&4,0
G331,3_4,ICT_F3&4,71.86
G331,3_4,MTH_F3&4,63.35
G331,3_4,PED_F3&4,0
G331,3_4,PHY_F3&4,60.04
G331,3_4,RE_F3&4,81.05
G332,1,ART_F1,83
G332,1,COMP SC_F1,62.85
G332,1,ELA_F1,41.99
G332,1,FRE_F1,61
G332,1,GEO_F1,73.33
G332,1,HIS_F1,57.54
G332,1,MTH_F1,64.6
G332,1,RE_F1,52.67
G332,1,SCI_F1,69
G332,1,SH_F1,63.33
G332,2,ART_F2,76.92
G332,2,COMP SC_F2,67.33
G332,2,ELA_F2,45.58
G332,2,FRE_F2,66.06
G332,2,GEO_F2,71.28
G332,2,HIS_F2,57.87
G332,2,MTH_F2,75.65
G332,2,RE_F2,76.62
G332,2,SCI_F2,87.43
G332,2,SH_F2,65.47
G332,3_4,ACC_F3&4,56.39
G332,3_4,ART_F3&4,0
G332,3_4,BIOL_F3&4,0
G332,3_4,BST_F3&4,0
G332,3_4,CHEM_F3&4,65.37
G332,3_4,COMP SC_F3&4,0
G332,3_4,D&T_F3&4,81.7
G332,3_4,ELA_F3&4,54.6
G332,3_4,ELIT_F3&4,51.84
G332,3_4,FRE_F3&4,41.51
G332,3_4,GEO_F3&4,13.08
G332,3_4,HIS_F3&4,52.73
G332,3_4,ICT_F3&4,14.71
G332,3_4,MTH_F3&4,57.37
G332,3_4,PED_F3&4,0
G332,3_4,PHY_F3&4,59.54
G332,3_4,RE_F3&4,59.6
G333,1,ART_F1,37.67
G333,1,COMP SC_F1,49.81
G333,1,ELA_F1,55
G333,1,FRE_F1,18.37
G333,1,GEO_F1,19
G333,1,HIS_F1,34.62
G333,1,MTH_F1,35.61
G333,1,RE_F1,25.64
G333,1,SCI_F1,63.33
G333,1,SH_F1,50.01
G333,2,ART_F2,26.28
G333,2,COMP SC_F2,30.28
G333,2,ELA_F2,54.08
G333,2,FRE_F2,23.76
G333,2,GEO_F2,65.56
G333,2,HIS_F2,45.94
G333,2,MTH_F2,26.69
G333,2,RE_F2,48
G333,2,SCI_F2,37.84
G333,2,SH_F2,35.17
G333,3_4,ACC_F3&4,0
G333,3_4,ART_F3&4,0
G333,3_4,BIOL_F3&4,0
G333,3_4,BST_F3&4,0
G333,3_4,CHEM_F3&4,45.18
G333,3_4,COMP SC_F3&4,0
G333,3_4,D&T_F3&4,64.6
G333,3_4,ELA_F3&4,49.25
G333,3_4,ELIT_F3&4,48.5
G333,3_4,FRE_F3&4,0
G333,3_4,GEO_F3&4,48.16
G333,3_4,HIS_F3&4,22.23
G333,3_4,ICT_F3&4,52.7
G333,3_4,MTH_F3&4,28.45
G333,3_4,PED_F3&4,0
G333,3_4,PHY_F3&4,47.4
G333,3_4,RE_F3&4,68.2
G334,1,ART_F1,96
G334,1,COMP SC_F1,78.83
G334,1,ELA_F1,79.39
G334,1,FRE_F1,57.67
G334,1,GEO_F1,68.75
G334,1,HIS_F1,69.01
G334,1,MTH_F1,67.44
G334,1,RE_F1,61.67
G334,1,SCI_F1,60.02
G334,1,SH_F1,74.67
G334,2,ART_F2,72.88
G334,2,COMP SC_F2,57.44
G334,2,ELA_F2,52.72
G334,2,FRE_F2,62.79
G334,2,GEO_F2,79.65
G334,2,HIS_F2,58.84
G334,2,MTH_F2,73.56
G334,2,RE_F2,56.77
G334,2,SCI_F2,67.23
G334,2,SH_F2,46.19
G334,3_4,ACC_F3&4,52.63
G334,3_4,ART_F3&4,0
G334,3_4,BIOL_F3&4,49.01
G334,3_4,BST_F3&4,0
G334,3_4,CHEM_F3&4,50.8
G334,3_4,COMP SC_F3&4,45.77
G334,3_4,D&T_F3&4,0
G334,3_4,ELA_F3&4,35.99
G334,3_4,ELIT_F3&4,47.67
G334,3_4,FRE_F3&4,57.24
G334,3_4,GEO_F3&4,0
G334,3_4,HIS_F3&4,0
G334,3_4,ICT_F3&4,0
G334,3_4,MTH_F3&4,68.28
G334,3_4,PED_F3&4,0
G334,3_4,PHY_F3&4,51.12
G334,3_4,RE_F3&4,64.25
G335,1,ART_F1,81
G335,1,COMP SC_F1,89.03
G335,1,ELA_F1,82.83
G335,1,FRE_F1,61.4
G335,1,GEO_F1,69.17
G335,1,HIS_F1,68.73
G335,1,MTH_F1,83.34
G335,1,RE_F1,72.33
G335,1,SCI_F1,66.72
G335,1,SH_F1,71.7
G335,2,ART_F2,79.19
G335,2,COMP SC_F2,87.24
G335,2,ELA_F2,72.7
G335,2,FRE_F2,75.95
G335,2,GEO_F2,80.82
G335,2,HIS_F2,76.52
G335,2,MTH_F2,67.5
G335,2,RE_F2,75.93
G335,2,SCI_F2,82.5
G335,2,SH_F2,69.78
G335,3_4,ACC_F3&4,0
G335,3_4,ART_F3&4,65
G335,3_4,BIOL_F3&4,0
G335,3_4,BST_F3&4,0
G335,3_4,CHEM_F3&4,78.72
G335,3_4,COMP SC_F3&4,75.58
G335,3_4,D&T_F3&4,84.63
G335,3_4,ELA_F3&4,67.62
G335,3_4,ELIT_F3&4,70.17
G335,3_4,FRE_F3&4,60.75
G335,3_4,GEO_F3&4,0
G335,3_4,HIS_F3&4,0
G335,3_4,ICT_F3&4,0
G335,3_4,MTH_F3&4,89.43
G335,3_4,PED_F3&4,0
G335,3_4,PHY_F3&4,75.49
G335,3_4,RE_F3&4,77.98
G336,1,ART_F1,65.33
G336,1,COMP SC_F1,57
G336,1,ELA_F1,41.35
G336,1,FRE_F1,36.33
G336,1,GEO_F1,54.56
G336,1,HIS_F1,63.37
G336,1,MTH_F1,50.46
G336,1,RE_F1,57.26
G336,1,SCI_F1,57.67
G336,1,SH_F1,44.33
G336,2,ART_F2,55.93
G336,2,COMP SC_F2,49.67
G336,2,ELA_F2,55.47
G336,2,FRE_F2,10.52
G336,2,GEO_F2,53.36
G336,2,HIS_F2,59.3
G336,2,MTH_F2,46.56
G336,2,RE_F2,66
G336,2,SCI_F2,54.51
G336,2,SH_F2,44.33
G336,3_4,ACC_F3&4,0
G336,3_4,ART_F3&4,0
G336,3_4,BIOL_F3&4,0
G336,3_4,BST_F3&4,51.85
G336,3_4,CHEM_F3&4,0
G336,3_4,COMP SC_F3&4,0
G336,3_4,D&T_F3&4,68.37
G336,3_4,ELA_F3&4,48.4
G336,3_4,ELIT_F3&4,40.1
G336,3_4,FRE_F3&4,0
G336,3_4,GEO_F3&4,53.95
G336,3_4,HIS_F3&4,47.88
G336,3_4,ICT_F3&4,46.76
G336,3_4,MTH_F3&4,33.34
G336,3_4,PED_F3&4,0
G336,3_4,PHY_F3&4,51.97
G336,3_4,RE_F3&4,50.08
G337,1,ART_F1,85
G337,1,COMP SC_F1,66.12
G337,1,ELA_F1,57.39
G337,1,FRE_F1,57.21
G337,1,GEO_F1,71.22
G337,1,HIS_F1,75.76
G337,1,MTH_F1,60.03
G337,1,RE_F1,68
G337,1,SCI_F1,63.46
G337,1,SH_F1,49.33
G337,2,ART_F2,77.22
G337,2,COMP SC_F2,69.9
G337,2,ELA_F2,68.18
G337,2,FRE_F2,53.94
G337,2,GEO_F2,80.08
G337,2,HIS_F2,71.92
G337,2,MTH_F2,53.17
G337,2,RE_F2,60.08
G337,2,SCI_F2,69.69
G337,2,SH_F2,49.33
G337,3_4,ACC_F3&4,0
G337,3_4,ART_F3&4,53.27
G337,3_4,BIOL_F3&4,0
G337,3_4,BST_F3&4,0
G337,3_4,CHEM_F3&4,66.7
G337,3_4,COMP SC_F3&4,0
G337,3_4,D&T_F3&4,83.93
G337,3_4,ELA_F3&4,44.66
G337,3_4,ELIT_F3&4,30.13
G337,3_4,FRE_F3&4,58.36
G337,3_4,GEO_F3&4,56.18
G337,3_4,HIS_F3&4,0
G337,3_4,ICT_F3&4,0
G337,3_4,MTH_F3&4,34.85
G337,3_4,PED_F3&4,0
G337,3_4,PHY_F3&4,53.3
G337,3_4,RE_F3&4,64.75
G338,1,ART_F1,77.67
G338,1,COMP SC_F1,83.67
G338,1,ELA_F1,65.35
G338,1,FRE_F1,42.43
G338,1,GEO_F1,72.83
G338,1,HIS_F1,71.75
G338,1,MTH_F1,89.18
G338,1,RE_F1,66.67
G338,1,SCI_F1,79.67
G338,1,SH_F1,38
G338,2,ART_F2,78.61
G338,2,COMP SC_F2,69.67
G338,2,ELA_F2,73.46
G338,2,FRE_F2,38.81
G338,2,GEO_F2,66.03
G338,2,HIS_F2,75.5
G338,2,MTH_F2,88.45
G338,2,RE_F2,62.58
G338,2,SCI_F2,72.25
G338,2,SH_F2,48.33
G338,3_4,ACC_F3&4,0
G338,3_4,ART_F3&4,39.35
G338,3_4,BIOL_F3&4,0
G338,3_4,BST_F3&4,0
G338,3_4,CHEM_F3&4,66.24
G338,3_4,COMP SC_F3&4,0
G338,3_4,D&T_F3&4,82.1
G338,3_4,ELA_F3&4,44.94
G338,3_4,ELIT_F3&4,33
G338,3_4,FRE_F3&4,51.14
G338,3_4,GEO_F3&4,64.38
G338,3_4,HIS_F3&4,0
G338,3_4,ICT_F3&4,0
G338,3_4,MTH_F3&4,49.29
G338,3_4,PED_F3&4,0
G338,3_4,PHY_F3&4,53.48
G338,3_4,RE_F3&4,67.17
G339,1,ART_F1,46.33
G339,1,COMP SC_F1,62.31
G339,1,ELA_F1,46.04
G339,1,FRE_F1,21.75
G339,1,GEO_F1,50
G339,1,HIS_F1,60.99
G339,1,MTH_F1,43.07
G339,1,RE_F1,42.8
G339,1,SCI_F1,62.52
G339,1,SH_F1,31.39
G339,2,ART_F2,39.5
G339,2,COMP SC_F2,68.13
G339,2,ELA_F2,54.07
G339,2,FRE_F2,0
G339,2,GEO_F2,65.44
G339,2,HIS_F2,57.31
G339,2,MTH_F2,27.1
G339,2,RE_F2,59.01
G339,2,SCI_F2,62.96
G339,2,SH_F2,24.33
G339,3_4,ACC_F3&4,0
G339,3_4,ART_F3&4,0
G339,3_4,BIOL_F3&4,0
G339,3_4,BST_F3&4,0
G339,3_4,CHEM_F3&4,25.93
G339,3_4,COMP SC_F3&4,0
G339,3_4,D&T_F3&4,41.77
G339,3_4,ELA_F3&4,21.04
G339,3_4,ELIT_F3&4,5
G339,3_4,FRE_F3&4,0
G339,3_4,GEO_F3&4,30.76
G339,3_4,HIS_F3&4,28.06
G339,3_4,ICT_F3&4,27.77
G339,3_4,MTH_F3&4,41.92
G339,3_4,PED_F3&4,0
G339,3_4,PHY_F3&4,46.43
G339,3_4,RE_F3&4,27.5
G340,1,ART_F1,69.67
G340,1,COMP SC_F1,66.54
G340,1,ELA_F1,67.15
G340,1,FRE_F1,77.94
G340,1,GEO_F1,74.18
G340,1,HIS_F1,54
G340,1,MTH_F1,53.7
G340,1,RE_F1,68
G340,1,SCI_F1,44.46
G340,1,SH_F1,71.19
G340,2,ART_F2,67.16
G340,2,COMP SC_F2,74.24
G340,2,ELA_F2,61.67
G340,2,FRE_F2,75.71
G340,2,GEO_F2,70
G340,2,HIS_F2,72.03
G340,2,MTH_F2,69.18
G340,2,RE_F2,77.93
G340,2,SCI_F2,80.15
G340,2,SH_F2,64.13
G340,3_4,ACC_F3&4,0
G340,3_4,ART_F3&4,0
G340,3_4,BIOL_F3&4,83.32
G340,3_4,BST_F3&4,0
G340,3_4,CHEM_F3&4,79.82
G340,3_4,COMP SC_F3&4,0
G340,3_4,D&T_F3&4,0
G340,3_4,ELA_F3&4,61.28
G340,3_4,ELIT_F3&4,74
G340,3_4,FRE_F3&4,74.07
G340,3_4,GEO_F3&4,74.1
G340,3_4,HIS_F3&4,77.1
G340,3_4,ICT_F3&4,0
G340,3_4,MTH_F3&4,77.35
G340,3_4,PED_F3&4,0
G340,3_4,PHY_F3&4,77.52
G340,3_4,RE_F3&4,81.2
G341,1,ART_F1,76.67
G341,1,COMP SC_F1,88.23
G341,1,ELA_F1,84.78
G341,1,FRE_F1,78.02
G341,1,GEO_F1,84.17
G341,1,HIS_F1,81.92
G341,1,MTH_F1,70.46
G341,1,RE_F1,80
G341,1,SCI_F1,78.74
G341,1,SH_F1,78.24
G341,2,ART_F2,56.17
G341,2,COMP SC_F2,85.41
G341,2,ELA_F2,69.55
G341,2,FRE_F2,78.26
G341,2,GEO_F2,70.81
G341,2,HIS_F2,80.98
G341,2,MTH_F2,68.06
G341,2,RE_F2,73.27
G341,2,SCI_F2,81.94
G341,2,SH_F2,71.55
G341,3_4,ACC_F3&4,0
G341,3_4,ART_F3&4,0
G341,3_4,BIOL_F3&4,67.93
G341,3_4,BST_F3&4,0
G341,3_4,CHEM_F3&4,67.51
G341,3_4,COMP SC_F3&4,67.37
G341,3_4,D&T_F3&4,0
G341,3_4,ELA_F3&4,65.35
G341,3_4,ELIT_F3&4,69.5
G341,3_4,FRE_F3&4,62.28
G341,3_4,GEO_F3&4,71.66
G341,3_4,HIS_F3&4,0
G341,3_4,ICT_F3&4,0
G341,3_4,MTH_F3&4,66.98
G341,3_4,PED_F3&4,0
G341,3_4,PHY_F3&4,66.58
G341,3_4,RE_F3&4,71.02
G342,1,ART_F1,81
G342,1,COMP SC_F1,84.81
G342,1,ELA_F1,71.09
G342,1,FRE_F1,72.08
G342,1,GEO_F1,75.67
G342,1,HIS_F1,74.88
G342,1,MTH_F1,84.43
G342,1,RE_F1,66.1
G342,1,SCI_F1,80
G342,1,SH_F1,27
G342,2,ART_F2,84.03
G342,2,COMP SC_F2,76.33
G342,2,ELA_F2,63.5
G342,2,FRE_F2,50.21
G342,2,GEO_F2,78.86
G342,2,HIS_F2,68.67
G342,2,MTH_F2,82.49
G342,2,RE_F2,76.5
G342,2,SCI_F2,86
G342,2,SH_F2,75.07
G342,3_4,ACC_F3&4,0
G342,3_4,ART_F3&4,0
G342,3_4,BIOL_F3&4,0
G342,3_4,BST_F3&4,0
G342,3_4,CHEM_F3&4,58.67
G342,3_4,COMP SC_F3&4,0
G342,3_4,D&T_F3&4,78.73
G342,3_4,ELA_F3&4,52.68
G342,3_4,ELIT_F3&4,42.57
G342,3_4,FRE_F3&4,56.56
G342,3_4,GEO_F3&4,70.49
G342,3_4,HIS_F3&4,0
G342,3_4,ICT_F3&4,80.86
G342,3_4,MTH_F3&4,79.79
G342,3_4,PED_F3&4,0
G342,3_4,PHY_F3&4,61.71
G342,3_4,RE_F3&4,67.26
G343,1,ART_F1,72.33
G343,1,COMP SC_F1,70.7
G343,1,ELA_F1,49.46
G343,1,FRE_F1,72.33
G343,1,GEO_F1,52.33
G343,1,HIS_F1,62.71
G343,1,MTH_F1,69.64
G343,1,RE_F1,59.21
G343,1,SCI_F1,59.67
G343,1,SH_F1,57
G343,2,ART_F2,72.83
G343,2,COMP SC_F2,70.33
G343,2,ELA_F2,47.17
G343,2,FRE_F2,71.4
G343,2,GEO_F2,62.99
G343,2,HIS_F2,59.87
G343,2,MTH_F2,72.61
G343,2,RE_F2,77.22
G343,2,SCI_F2,69.33
G343,2,SH_F2,57
G343,3_4,ACC_F3&4,53.15
G343,3_4,ART_F3&4,59.55
G343,3_4,BIOL_F3&4,55.91
G343,3_4,BST_F3&4,0
G343,3_4,CHEM_F3&4,58.09
G343,3_4,COMP SC_F3&4,0
G343,3_4,D&T_F3&4,0
G343,3_4,ELA_F3&4,56.77
G343,3_4,ELIT_F3&4,57.42
G343,3_4,FRE_F3&4,48.36
G343,3_4,GEO_F3&4,0
G343,3_4,HIS_F3&4,0
G343,3_4,ICT_F3&4,0
G343,3_4,MTH_F3&4,69.79
G343,3_4,PED_F3&4,0
G343,3_4,PHY_F3&4,57.43
G343,3_4,RE_F3&4,68.25
G344,1,ART_F1,68.67
G344,1,COMP SC_F1,51.33
G344,1,ELA_F1,45.33
G344,1,FRE_F1,24.51
G344,1,GEO_F1,40.67
G344,1,HIS_F1,70.33
