Stuid,Form,Subject_Taken,AvgMarkObtained
G138,3_4,BST_F3&4,0
G138,3_4,CHEM_F3&4,57.29
G138,3_4,COMP SC_F3&4,0
G138,3_4,D&T_F3&4,9.76
G138,3_4,ELA_F3&4,38.15
G138,3_4,ELIT_F3&4,36.35
G138,3_4,FRE_F3&4,10.88
G138,3_4,GEO_F3&4,63.59
G138,3_4,HIS_F3&4,55.49
G138,3_4,ICT_F3&4,53.15
G138,3_4,MTH_F3&4,46.94
G138,3_4,PED_F3&4,0
G138,3_4,PHY_F3&4,54.09
G138,3_4,RE_F3&4,59.72
G139,1,ART_F1,81.17
G139,1,COMP SC_F1,76.21
G139,1,ELA_F1,73.9
G139,1,FRE_F1,74.39
G139,1,GEO_F1,76
G139,1,HIS_F1,76.7
G139,1,MTH_F1,83.57
G139,1,RE_F1,64
G139,1,SCI_F1,77.2
G139,1,SH_F1,75.33
G139,2,ART_F2,78.1
G139,2,COMP SC_F2,79.17
G139,2,ELA_F2,81.17
G139,2,FRE_F2,64.97
G139,2,GEO_F2,76.39
G139,2,HIS_F2,65.38
G139,2,MTH_F2,74.83
G139,2,RE_F2,63.5
G139,2,SCI_F2,64.84
G139,2,SH_F2,72.92
G139,3_4,ACC_F3&4,0
G139,3_4,ART_F3&4,0
G139,3_4,BIOL_F3&4,73.37
G139,3_4,BST_F3&4,0
G139,3_4,CHEM_F3&4,77.36
G139,3_4,COMP SC_F3&4,0
G139,3_4,D&T_F3&4,0
G139,3_4,ELA_F3&4,63.23
G139,3_4,ELIT_F3&4,62.5
G139,3_4,FRE_F3&4,69.47
G139,3_4,GEO_F3&4,62.49
G139,3_4,HIS_F3&4,0
G139,3_4,ICT_F3&4,79.39
G139,3_4,MTH_F3&4,68.73
G139,3_4,PED_F3&4,0
G139,3_4,PHY_F3&4,65.83
G139,3_4,RE_F3&4,84.88
G140,1,ART_F1,56.67
G140,1,COMP SC_F1,80.1
G140,1,ELA_F1,42.33
G140,1,FRE_F1,52.74
G140,1,GEO_F1,57.33
G140,1,HIS_F1,66.67
G140,1,MTH_F1,45.83
G140,1,RE_F1,71
G140,1,SCI_F1,54.67
G140,1,SH_F1,62.67
G140,2,ART_F2,58.76
G140,2,COMP SC_F2,66.08
G140,2,ELA_F2,63.18
G140,2,FRE_F2,52.81
G140,2,GEO_F2,49.87
G140,2,HIS_F2,64.19
G140,2,MTH_F2,51.03
G140,2,RE_F2,64.35
G140,2,SCI_F2,56.52
G140,2,SH_F2,47.47
G140,3_4,ACC_F3&4,44.16
G140,3_4,ART_F3&4,11.6
G140,3_4,BIOL_F3&4,0
G140,3_4,BST_F3&4,53.9
G140,3_4,CHEM_F3&4,0
G140,3_4,COMP SC_F3&4,15.73
G140,3_4,D&T_F3&4,54.4
G140,3_4,ELA_F3&4,47.52
G140,3_4,ELIT_F3&4,55.6
G140,3_4,FRE_F3&4,50.19
G140,3_4,GEO_F3&4,9
G140,3_4,HIS_F3&4,46.42
G140,3_4,ICT_F3&4,0
G140,3_4,MTH_F3&4,58.7
G140,3_4,PED_F3&4,0
G140,3_4,PHY_F3&4,47.98
G140,3_4,RE_F3&4,62.22
G141,1,ART_F1,70
G141,1,COMP SC_F1,62.21
G141,1,ELA_F1,30.67
G141,1,FRE_F1,20.67
G141,1,GEO_F1,52.33
G141,1,HIS_F1,73.67
G141,1,MTH_F1,42.67
G141,1,RE_F1,48
G141,1,SCI_F1,61.33
G141,1,SH_F1,21.67
G141,2,ART_F2,76.61
G141,2,COMP SC_F2,68.38
G141,2,ELA_F2,50.27
G141,2,FRE_F2,19.24
G141,2,GEO_F2,49.31
G141,2,HIS_F2,57.31
G141,2,MTH_F2,29
G141,2,RE_F2,65.18
G141,2,SCI_F2,65.48
G141,2,SH_F2,24.03
G141,3_4,ACC_F3&4,0
G141,3_4,ART_F3&4,17.64
G141,3_4,BIOL_F3&4,0
G141,3_4,BST_F3&4,0
G141,3_4,CHEM_F3&4,51.07
G141,3_4,COMP SC_F3&4,11.56
G141,3_4,D&T_F3&4,61.42
G141,3_4,ELA_F3&4,39.11
G141,3_4,ELIT_F3&4,57.7
G141,3_4,FRE_F3&4,10.6
G141,3_4,GEO_F3&4,43.63
G141,3_4,HIS_F3&4,12.44
G141,3_4,ICT_F3&4,45.56
G141,3_4,MTH_F3&4,29.07
G141,3_4,PED_F3&4,0
G141,3_4,PHY_F3&4,48.16
G141,3_4,RE_F3&4,62.07
G142,1,ART_F1,58.33
G142,1,COMP SC_F1,62.18
G142,1,ELA_F1,41.67
G142,1,FRE_F1,27
G142,1,GEO_F1,53
G142,1,HIS_F1,57
G142,1,MTH_F1,54.36
G142,1,RE_F1,67.67
G142,1,SCI_F1,59.33
G142,1,SH_F1,64.67
G142,2,ART_F2,62.17
G142,2,COMP SC_F2,64.67
G142,2,ELA_F2,56.95
G142,2,FRE_F2,19.35
G142,2,GEO_F2,56.52
G142,2,HIS_F2,45.89
G142,2,MTH_F2,49.64
G142,2,RE_F2,57.91
G142,2,SCI_F2,58.44
G142,2,SH_F2,56.27
G142,3_4,ACC_F3&4,0
G142,3_4,ART_F3&4,0
G142,3_4,BIOL_F3&4,54.38
G142,3_4,BST_F3&4,0
G142,3_4,CHEM_F3&4,55.7
G142,3_4,COMP SC_F3&4,0
G142,3_4,D&T_F3&4,12.32
G142,3_4,ELA_F3&4,48.54
G142,3_4,ELIT_F3&4,47.9
G142,3_4,FRE_F3&4,10.72
G142,3_4,GEO_F3&4,62.23
G142,3_4,HIS_F3&4,69.86
G142,3_4,ICT_F3&4,43.55
G142,3_4,MTH_F3&4,55.8
G142,3_4,PED_F3&4,0
G142,3_4,PHY_F3&4,60.77
G142,3_4,RE_F3&4,58.66
G143,1,ART_F1,51.67
G143,1,COMP SC_F1,75.67
G143,1,ELA_F1,72.5
G143,1,FRE_F1,44
G143,1,GEO_F1,51.25
G143,1,HIS_F1,63.54
G143,1,MTH_F1,64.67
G143,1,RE_F1,49
G143,1,SCI_F1,64.11
G143,1,SH_F1,48.85
G143,2,ART_F2,53.8
G143,2,COMP SC_F2,33.64
G143,2,ELA_F2,53.83
G143,2,FRE_F2,32.52
G143,2,GEO_F2,68.33
G143,2,HIS_F2,50.49
G143,2,MTH_F2,69.88
G143,2,RE_F2,33.13
G143,2,SCI_F2,62.64
G143,2,SH_F2,18
G143,3_4,ACC_F3&4,0
G143,3_4,ART_F3&4,0
G143,3_4,BIOL_F3&4,46.31
G143,3_4,BST_F3&4,0
G143,3_4,CHEM_F3&4,58.02
G143,3_4,COMP SC_F3&4,0
G143,3_4,D&T_F3&4,0
G143,3_4,ELA_F3&4,46.52
G143,3_4,ELIT_F3&4,30
G143,3_4,FRE_F3&4,0
G143,3_4,GEO_F3&4,58.34
G143,3_4,HIS_F3&4,73.73
G143,3_4,ICT_F3&4,57.74
G143,3_4,MTH_F3&4,67.66
G143,3_4,PED_F3&4,0
G143,3_4,PHY_F3&4,71.41
G143,3_4,RE_F3&4,61.52
G144,1,ART_F1,69
G144,1,COMP SC_F1,83.33
G144,1,ELA_F1,71
G144,1,FRE_F1,51.28
G144,1,GEO_F1,52.33
G144,1,HIS_F1,70.56
G144,1,MTH_F1,65.94
G144,1,RE_F1,60.13
G144,1,SCI_F1,64.31
G144,1,SH_F1,59
G144,2,ART_F2,68.8
G144,2,COMP SC_F2,83.58
G144,2,ELA_F2,66.67
G144,2,FRE_F2,55.19
G144,2,GEO_F2,76.5
G144,2,HIS_F2,77.23
G144,2,MTH_F2,53.9
G144,2,RE_F2,60.71
G144,2,SCI_F2,58.28
G144,2,SH_F2,70.31
G144,3_4,ACC_F3&4,0
G144,3_4,ART_F3&4,0
G144,3_4,BIOL_F3&4,59.22
G144,3_4,BST_F3&4,0
G144,3_4,CHEM_F3&4,78.72
G144,3_4,COMP SC_F3&4,0
G144,3_4,D&T_F3&4,0
G144,3_4,ELA_F3&4,69.45
G144,3_4,ELIT_F3&4,66.07
G144,3_4,FRE_F3&4,56.82
G144,3_4,GEO_F3&4,67.09
G144,3_4,HIS_F3&4,73.23
G144,3_4,ICT_F3&4,0
G144,3_4,MTH_F3&4,61.84
G144,3_4,PED_F3&4,0
G144,3_4,PHY_F3&4,70.57
G144,3_4,RE_F3&4,67.69
G145,1,ART_F1,51.17
G145,1,COMP SC_F1,71.59
G145,1,ELA_F1,33.33
G145,1,FRE_F1,28.43
G145,1,GEO_F1,37.67
G145,1,HIS_F1,53.67
G145,1,MTH_F1,39.33
G145,1,RE_F1,29
G145,1,SCI_F1,51.67
G145,1,SH_F1,21.33
G145,2,ART_F2,54.5
G145,2,COMP SC_F2,63.75
G145,2,ELA_F2,51.88
G145,2,FRE_F2,16.54
G145,2,GEO_F2,34.73
G145,2,HIS_F2,33.84
G145,2,MTH_F2,45.67
G145,2,RE_F2,32
G145,2,SCI_F2,43.48
G145,2,SH_F2,21.83
G145,3_4,ACC_F3&4,0
G145,3_4,ART_F3&4,0
G145,3_4,BIOL_F3&4,23.66
G145,3_4,BST_F3&4,37.27
G145,3_4,CHEM_F3&4,15.88
G145,3_4,COMP SC_F3&4,15.4
G145,3_4,D&T_F3&4,40.6
G145,3_4,ELA_F3&4,47.4
G145,3_4,ELIT_F3&4,44.18
G145,3_4,FRE_F3&4,6.94
G145,3_4,GEO_F3&4,41.19
G145,3_4,HIS_F3&4,36.34
G145,3_4,ICT_F3&4,50.07
G145,3_4,MTH_F3&4,51.44
G145,3_4,PED_F3&4,0
G145,3_4,PHY_F3&4,0
G145,3_4,RE_F3&4,42.2
G146,1,ART_F1,36.5
G146,1,COMP SC_F1,66.17
G146,1,ELA_F1,50.19
G146,1,FRE_F1,34.8
G146,1,GEO_F1,53.25
G146,1,HIS_F1,46.67
G146,1,MTH_F1,41.79
G146,1,RE_F1,38.95
G146,1,SCI_F1,45.58
G146,1,SH_F1,19.33
G146,2,ART_F2,46.1
G146,2,COMP SC_F2,53.46
G146,2,ELA_F2,36.67
G146,2,FRE_F2,25.68
G146,2,GEO_F2,41.33
G146,2,HIS_F2,41.16
G146,2,MTH_F2,28.48
G146,2,RE_F2,39.5
G146,2,SCI_F2,30.14
G146,2,SH_F2,61.74
G146,3_4,ACC_F3&4,33.86
G146,3_4,ART_F3&4,0
G146,3_4,BIOL_F3&4,0
G146,3_4,BST_F3&4,0
G146,3_4,CHEM_F3&4,49.12
G146,3_4,COMP SC_F3&4,0
G146,3_4,D&T_F3&4,64.49
G146,3_4,ELA_F3&4,43.4
G146,3_4,ELIT_F3&4,55
G146,3_4,FRE_F3&4,46.23
G146,3_4,GEO_F3&4,0
G146,3_4,HIS_F3&4,0
G146,3_4,ICT_F3&4,0
G146,3_4,MTH_F3&4,56.88
G146,3_4,PED_F3&4,46.4
G146,3_4,PHY_F3&4,54.1
G146,3_4,RE_F3&4,41.8
G147,1,ART_F1,77.33
G147,1,COMP SC_F1,77.21
G147,1,ELA_F1,50.33
G147,1,FRE_F1,21
G147,1,GEO_F1,55.67
G147,1,HIS_F1,73
G147,1,MTH_F1,42
G147,1,RE_F1,68.67
G147,1,SCI_F1,59
G147,1,SH_F1,32.33
G147,2,ART_F2,68.21
G147,2,COMP SC_F2,76.96
G147,2,ELA_F2,66.68
G147,2,FRE_F2,18.05
G147,2,GEO_F2,65.87
G147,2,HIS_F2,67.34
G147,2,MTH_F2,42.55
G147,2,RE_F2,62.12
G147,2,SCI_F2,57.75
G147,2,SH_F2,49
G147,3_4,ACC_F3&4,0
G147,3_4,ART_F3&4,40.62
G147,3_4,BIOL_F3&4,0
G147,3_4,BST_F3&4,56.2
G147,3_4,CHEM_F3&4,0
G147,3_4,COMP SC_F3&4,26.77
G147,3_4,D&T_F3&4,61.03
G147,3_4,ELA_F3&4,33.8
G147,3_4,ELIT_F3&4,56.26
G147,3_4,FRE_F3&4,27.6
G147,3_4,GEO_F3&4,37.17
G147,3_4,HIS_F3&4,29.1
G147,3_4,ICT_F3&4,49.89
G147,3_4,MTH_F3&4,37.39
G147,3_4,PED_F3&4,0
G147,3_4,PHY_F3&4,50.5
G147,3_4,RE_F3&4,69.27
G148,1,ART_F1,55.67
G148,1,COMP SC_F1,73.7
G148,1,ELA_F1,57.5
G148,1,FRE_F1,64
G148,1,GEO_F1,64.41
G148,1,HIS_F1,59.1
G148,1,MTH_F1,37.72
G148,1,RE_F1,63.2
G148,1,SCI_F1,58.63
G148,1,SH_F1,77
G148,2,ART_F2,54.5
G148,2,COMP SC_F2,69.2
G148,2,ELA_F2,50.54
G148,2,FRE_F2,49.84
G148,2,GEO_F2,67.62
G148,2,HIS_F2,51.83
G148,2,MTH_F2,41.52
G148,2,RE_F2,65.42
G148,2,SCI_F2,48.37
G148,2,SH_F2,73.22
G148,3_4,ACC_F3&4,0
G148,3_4,ART_F3&4,0
G148,3_4,BIOL_F3&4,66.08
G148,3_4,BST_F3&4,61.28
G148,3_4,CHEM_F3&4,0
G148,3_4,COMP SC_F3&4,0
G148,3_4,D&T_F3&4,0
G148,3_4,ELA_F3&4,65.36
G148,3_4,ELIT_F3&4,60.5
G148,3_4,FRE_F3&4,68.46
G148,3_4,GEO_F3&4,52.2
G148,3_4,HIS_F3&4,49.51
G148,3_4,ICT_F3&4,0
G148,3_4,MTH_F3&4,57.1
G148,3_4,PED_F3&4,0
G148,3_4,PHY_F3&4,76.91
G148,3_4,RE_F3&4,75.83
G149,1,ART_F1,57.83
G149,1,COMP SC_F1,81.96
G149,1,ELA_F1,70.64
G149,1,FRE_F1,61.3
G149,1,GEO_F1,70.33
G149,1,HIS_F1,73.79
G149,1,MTH_F1,80.97
G149,1,RE_F1,71.08
G149,1,SCI_F1,77.22
G149,1,SH_F1,87.67
G149,2,ART_F2,61.5
G149,2,COMP SC_F2,64.33
G149,2,ELA_F2,57.53
G149,2,FRE_F2,46.17
G149,2,GEO_F2,62.38
G149,2,HIS_F2,53.32
G149,2,MTH_F2,72.9
G149,2,RE_F2,70
G149,2,SCI_F2,67.6
G149,2,SH_F2,70.8
G149,3_4,ACC_F3&4,34.3
G149,3_4,ART_F3&4,0
G149,3_4,BIOL_F3&4,0
G149,3_4,BST_F3&4,0
G149,3_4,CHEM_F3&4,49.53
G149,3_4,COMP SC_F3&4,0
G149,3_4,D&T_F3&4,71.5
G149,3_4,ELA_F3&4,55.13
G149,3_4,ELIT_F3&4,57.29
G149,3_4,FRE_F3&4,33.73
G149,3_4,GEO_F3&4,0
G149,3_4,HIS_F3&4,11.54
G149,3_4,ICT_F3&4,61.35
G149,3_4,MTH_F3&4,57.42
G149,3_4,PED_F3&4,0
G149,3_4,PHY_F3&4,53.55
G149,3_4,RE_F3&4,44.6
G150,1,ART_F1,89.67
G150,1,COMP SC_F1,73
G150,1,ELA_F1,55.5
G150,1,FRE_F1,48.62
G150,1,GEO_F1,56
G150,1,HIS_F1,58
G150,1,MTH_F1,54.88
G150,1,RE_F1,53.41
G150,1,SCI_F1,60.49
G150,1,SH_F1,63.33
G150,2,ART_F2,86.67
G150,2,COMP SC_F2,70.83
G150,2,ELA_F2,60
G150,2,FRE_F2,37.7
G150,2,GEO_F2,62.67
G150,2,HIS_F2,54.62
G150,2,MTH_F2,41
G150,2,RE_F2,66.24
G150,2,SCI_F2,49.84
G150,2,SH_F2,46
G150,3_4,ACC_F3&4,0
G150,3_4,ART_F3&4,45.78
G150,3_4,BIOL_F3&4,46.2
G150,3_4,BST_F3&4,43.78
G150,3_4,CHEM_F3&4,0
G150,3_4,COMP SC_F3&4,0
G150,3_4,D&T_F3&4,0
G150,3_4,ELA_F3&4,44.85
G150,3_4,ELIT_F3&4,63.26
G150,3_4,FRE_F3&4,0
G150,3_4,GEO_F3&4,60.34
G150,3_4,HIS_F3&4,66.04
G150,3_4,ICT_F3&4,0
G150,3_4,MTH_F3&4,44.5
G150,3_4,PED_F3&4,0
G150,3_4,PHY_F3&4,31.26
G150,3_4,RE_F3&4,60.56
G151,1,ART_F1,63.5
G151,1,COMP SC_F1,78.82
G151,1,ELA_F1,50.49
G151,1,FRE_F1,45.33
G151,1,GEO_F1,66.15
G151,1,HIS_F1,68.42
G151,1,MTH_F1,62.35
G151,1,RE_F1,59.89
G151,1,SCI_F1,69.33
G151,1,SH_F1,58
G151,2,ART_F2,72
G151,2,COMP SC_F2,71
G151,2,ELA_F2,51.34
G151,2,FRE_F2,44.31
G151,2,GEO_F2,75.7
G151,2,HIS_F2,64.78
G151,2,MTH_F2,58.31
G151,2,RE_F2,68.55
G151,2,SCI_F2,56.49
G151,2,SH_F2,69.33
G151,3_4,ACC_F3&4,0
G151,3_4,ART_F3&4,0
G151,3_4,BIOL_F3&4,0
G151,3_4,BST_F3&4,0
G151,3_4,CHEM_F3&4,37.91
G151,3_4,COMP SC_F3&4,0
G151,3_4,D&T_F3&4,34.63
G151,3_4,ELA_F3&4,22.88
G151,3_4,ELIT_F3&4,19.38
G151,3_4,FRE_F3&4,0
G151,3_4,GEO_F3&4,41.66
G151,3_4,HIS_F3&4,27.12
G151,3_4,ICT_F3&4,33.04
G151,3_4,MTH_F3&4,22.19
G151,3_4,PED_F3&4,0
G151,3_4,PHY_F3&4,42.28
G151,3_4,RE_F3&4,67.11
G152,1,ART_F1,69
G152,1,COMP SC_F1,85.67
G152,1,ELA_F1,60.56
G152,1,FRE_F1,40.69
G152,1,GEO_F1,73.67
G152,1,HIS_F1,59.61
G152,1,MTH_F1,69.73
G152,1,RE_F1,40.33
G152,1,SCI_F1,72.67
G152,1,SH_F1,51
G152,2,ART_F2,58.92
G152,2,COMP SC_F2,38.26
G152,2,ELA_F2,42.49
G152,2,FRE_F2,23.92
G152,2,GEO_F2,50.57
G152,2,HIS_F2,30.07
G152,2,MTH_F2,39.45
G152,2,RE_F2,60.12
G152,2,SCI_F2,49.93
G152,2,SH_F2,16.02
G152,3_4,ACC_F3&4,0
G152,3_4,ART_F3&4,0
G152,3_4,BIOL_F3&4,50.58
G152,3_4,BST_F3&4,0
G152,3_4,CHEM_F3&4,41.77
G152,3_4,COMP SC_F3&4,0
G152,3_4,D&T_F3&4,0
G152,3_4,ELA_F3&4,37.1
G152,3_4,ELIT_F3&4,31.5
G152,3_4,FRE_F3&4,0
G152,3_4,GEO_F3&4,43.34
G152,3_4,HIS_F3&4,29.17
G152,3_4,ICT_F3&4,43.49
G152,3_4,MTH_F3&4,32.41
G152,3_4,PED_F3&4,0
G152,3_4,PHY_F3&4,42.41
G152,3_4,RE_F3&4,50.9
G153,1,ART_F1,84
G153,1,COMP SC_F1,92.33
G153,1,ELA_F1,62.67
G153,1,FRE_F1,46.56
G153,1,GEO_F1,78.84
G153,1,HIS_F1,82.73
G153,1,MTH_F1,86.7
G153,1,RE_F1,48.67
G153,1,SCI_F1,87
G153,1,SH_F1,73.67
G153,2,ART_F2,68
G153,2,COMP SC_F2,93.33
G153,2,ELA_F2,51.62
G153,2,FRE_F2,61.2
G153,2,GEO_F2,81.1
G153,2,HIS_F2,73
G153,2,MTH_F2,75.86
G153,2,RE_F2,72.42
G153,2,SCI_F2,83.63
G153,2,SH_F2,52
G153,3_4,ACC_F3&4,71.47
G153,3_4,ART_F3&4,0
G153,3_4,BIOL_F3&4,0
G153,3_4,BST_F3&4,0
G153,3_4,CHEM_F3&4,65.97
G153,3_4,COMP SC_F3&4,0
G153,3_4,D&T_F3&4,71.89
G153,3_4,ELA_F3&4,58.17
G153,3_4,ELIT_F3&4,57.58
G153,3_4,FRE_F3&4,52.54
G153,3_4,GEO_F3&4,0
G153,3_4,HIS_F3&4,0
G153,3_4,ICT_F3&4,81.88
G153,3_4,MTH_F3&4,80.44
G153,3_4,PED_F3&4,0
G153,3_4,PHY_F3&4,67.37
G153,3_4,RE_F3&4,62.58
G154,1,ART_F1,34
G154,1,COMP SC_F1,59.33
G154,1,ELA_F1,52.33
G154,1,FRE_F1,41.05
G154,1,GEO_F1,43
G154,1,HIS_F1,44.33
G154,1,MTH_F1,37.95
G154,1,RE_F1,33.46
G154,1,SCI_F1,41
G154,1,SH_F1,60
G154,2,ART_F2,29.17
G154,2,COMP SC_F2,63.31
G154,2,ELA_F2,36.51
G154,2,FRE_F2,18.5
G154,2,GEO_F2,33.05
G154,2,HIS_F2,28.33
G154,2,MTH_F2,21.19
G154,2,RE_F2,44.19
G154,2,SCI_F2,37.24
G154,2,SH_F2,29.27
G154,3_4,ACC_F3&4,0
G154,3_4,ART_F3&4,0
G154,3_4,BIOL_F3&4,41.53
G154,3_4,BST_F3&4,33.73
G154,3_4,CHEM_F3&4,0
G154,3_4,COMP SC_F3&4,0
G154,3_4,D&T_F3&4,37.83
G154,3_4,ELA_F3&4,47.58
G154,3_4,ELIT_F3&4,0
G154,3_4,FRE_F3&4,0
G154,3_4,GEO_F3&4,43.2
G154,3_4,HIS_F3&4,0
G154,3_4,ICT_F3&4,37.84
G154,3_4,MTH_F3&4,48.1
G154,3_4,PED_F3&4,40.01
G154,3_4,PHY_F3&4,0
G154,3_4,RE_F3&4,41.87
G155,1,ART_F1,83.17
G155,1,COMP SC_F1,81
G155,1,ELA_F1,87.33
G155,1,FRE_F1,54.09
G155,1,GEO_F1,77.73
G155,1,HIS_F1,77.65
G155,1,MTH_F1,76.61
G155,1,RE_F1,46
G155,1,SCI_F1,81.67
G155,1,SH_F1,69
G155,2,ART_F2,78.09
G155,2,COMP SC_F2,78.86
G155,2,ELA_F2,82.92
G155,2,FRE_F2,69.45
G155,2,GEO_F2,79.71
G155,2,HIS_F2,72.67
G155,2,MTH_F2,75.59
G155,2,RE_F2,77.87
G155,2,SCI_F2,76.92
G155,2,SH_F2,48.49
G155,3_4,ACC_F3&4,0
G155,3_4,ART_F3&4,0
G155,3_4,BIOL_F3&4,61.69
G155,3_4,BST_F3&4,0
G155,3_4,CHEM_F3&4,63.96
G155,3_4,COMP SC_F3&4,0
G155,3_4,D&T_F3&4,0
G155,3_4,ELA_F3&4,74.26
G155,3_4,ELIT_F3&4,42.9
G155,3_4,FRE_F3&4,69.93
G155,3_4,GEO_F3&4,79.75
G155,3_4,HIS_F3&4,71.9
G155,3_4,ICT_F3&4,0
G155,3_4,MTH_F3&4,61.59
G155,3_4,PED_F3&4,0
G155,3_4,PHY_F3&4,70.26
G155,3_4,RE_F3&4,50.76
G156,1,ART_F1,47
G156,1,COMP SC_F1,56.67
G156,1,ELA_F1,49.56
G156,1,FRE_F1,42.57
G156,1,GEO_F1,50
G156,1,HIS_F1,42.49
G156,1,MTH_F1,55.57
G156,1,RE_F1,51.5
G156,1,SCI_F1,58.61
G156,1,SH_F1,56.55
G156,2,ART_F2,39.83
G156,2,COMP SC_F2,52.28
G156,2,ELA_F2,49
G156,2,FRE_F2,31.63
G156,2,GEO_F2,47.11
G156,2,HIS_F2,22.48
G156,2,MTH_F2,38.55
G156,2,RE_F2,67.33
G156,2,SCI_F2,45.78
G156,2,SH_F2,19.57
G156,3_4,ACC_F3&4,0
G156,3_4,ART_F3&4,0
G156,3_4,BIOL_F3&4,0
G156,3_4,BST_F3&4,50.37
G156,3_4,CHEM_F3&4,0
G156,3_4,COMP SC_F3&4,0
G156,3_4,D&T_F3&4,36.65
G156,3_4,ELA_F3&4,48.78
G156,3_4,ELIT_F3&4,47
G156,3_4,FRE_F3&4,0
G156,3_4,GEO_F3&4,31.54
G156,3_4,HIS_F3&4,0
G156,3_4,ICT_F3&4,45.83
G156,3_4,MTH_F3&4,19
G156,3_4,PED_F3&4,41.92
G156,3_4,PHY_F3&4,31.76
G156,3_4,RE_F3&4,60.2
G157,1,ART_F1,46.67
G157,1,COMP SC_F1,72.87
G157,1,ELA_F1,51.33
G157,1,FRE_F1,58.67
G157,1,GEO_F1,70
G157,1,HIS_F1,68.71
G157,1,MTH_F1,79.32
G157,1,RE_F1,73
G157,1,SCI_F1,80
G157,1,SH_F1,82.33
G157,2,ART_F2,60.44
G157,2,COMP SC_F2,65.67
G157,2,ELA_F2,49.4
G157,2,FRE_F2,60.63
G157,2,GEO_F2,72.93
G157,2,HIS_F2,60.77
G157,2,MTH_F2,58.33
G157,2,RE_F2,74.03
G157,2,SCI_F2,75.43
G157,2,SH_F2,55.67
G157,3_4,ACC_F3&4,49.78
G157,3_4,ART_F3&4,12.8
G157,3_4,BIOL_F3&4,56.98
G157,3_4,BST_F3&4,0
G157,3_4,CHEM_F3&4,49.51
G157,3_4,COMP SC_F3&4,0
G157,3_4,D&T_F3&4,12.84
G157,3_4,ELA_F3&4,37.62
G157,3_4,ELIT_F3&4,48.67
G157,3_4,FRE_F3&4,0
G157,3_4,GEO_F3&4,21.63
G157,3_4,HIS_F3&4,50.79
G157,3_4,ICT_F3&4,53.53
G157,3_4,MTH_F3&4,64.54
G157,3_4,PED_F3&4,0
G157,3_4,PHY_F3&4,57.9
G157,3_4,RE_F3&4,67.79
G158,1,ART_F1,72.33
G158,1,COMP SC_F1,66.67
G158,1,ELA_F1,47.67
G158,1,FRE_F1,51.19
G158,1,GEO_F1,60.67
G158,1,HIS_F1,67.33
G158,1,MTH_F1,47.71
G158,1,RE_F1,62
G158,1,SCI_F1,55
G158,1,SH_F1,78
G158,2,ART_F2,59.82
G158,2,COMP SC_F2,59.88
G158,2,ELA_F2,58.08
G158,2,FRE_F2,34.07
G158,2,GEO_F2,57.33
G158,2,HIS_F2,58.33
G158,2,MTH_F2,32.38
G158,2,RE_F2,64.48
G158,2,SCI_F2,56.83
G158,2,SH_F2,71.8
G158,3_4,ACC_F3&4,0
G158,3_4,ART_F3&4,0
G158,3_4,BIOL_F3&4,0
G158,3_4,BST_F3&4,0
G158,3_4,CHEM_F3&4,30.69
G158,3_4,COMP SC_F3&4,16.1
G158,3_4,D&T_F3&4,48.97
G158,3_4,ELA_F3&4,26.45
G158,3_4,ELIT_F3&4,40.59
G158,3_4,FRE_F3&4,11.53
G158,3_4,GEO_F3&4,45.36
G158,3_4,HIS_F3&4,26.26
G158,3_4,ICT_F3&4,30.3
G158,3_4,MTH_F3&4,38.75
G158,3_4,PED_F3&4,50.95
G158,3_4,PHY_F3&4,37.36
G158,3_4,RE_F3&4,56.82
G159,1,ART_F1,65.67
G159,1,COMP SC_F1,63.56
G159,1,ELA_F1,46.33
G159,1,FRE_F1,47
G159,1,GEO_F1,59.67
G159,1,HIS_F1,68.89
G159,1,MTH_F1,41.33
G159,1,RE_F1,51.8
G159,1,SCI_F1,56
G159,1,SH_F1,43.67
G159,2,ART_F2,62.56
G159,2,COMP SC_F2,75.17
G159,2,ELA_F2,61.42
G159,2,FRE_F2,49.11
G159,2,GEO_F2,51
G159,2,HIS_F2,59.59
G159,2,MTH_F2,44.72
G159,2,RE_F2,56.73
G159,2,SCI_F2,59.17
G159,2,SH_F2,38.33
G159,3_4,ACC_F3&4,0
G159,3_4,ART_F3&4,0
G159,3_4,BIOL_F3&4,49
G159,3_4,BST_F3&4,0
G159,3_4,CHEM_F3&4,51.21
G159,3_4,COMP SC_F3&4,0
G159,3_4,D&T_F3&4,11.62
G159,3_4,ELA_F3&4,49
G159,3_4,ELIT_F3&4,53.1
G159,3_4,FRE_F3&4,13.6
G159,3_4,GEO_F3&4,68.6
G159,3_4,HIS_F3&4,61.06
G159,3_4,ICT_F3&4,51.18
G159,3_4,MTH_F3&4,65.47
G159,3_4,PED_F3&4,0
G159,3_4,PHY_F3&4,50.09
G159,3_4,RE_F3&4,67.17
G160,1,ART_F1,81.33
G160,1,COMP SC_F1,78.33
G160,1,ELA_F1,53.71
G160,1,FRE_F1,57.3
G160,1,GEO_F1,70.67
G160,1,HIS_F1,67.27
G160,1,MTH_F1,59.36
G160,1,RE_F1,64.33
G160,1,SCI_F1,65.67
G160,1,SH_F1,53.67
G160,2,ART_F2,68.1
G160,2,COMP SC_F2,73.67
G160,2,ELA_F2,58.33
G160,2,FRE_F2,56.96
G160,2,GEO_F2,75.66
